(2, 4)
(4, 64)
(6, 20)
(10, 2)
(12, 10)
(14, 86)
(18, 49)
(22, 167)
(24, 117)
(26, 1)
(28, 2)
(32, 32498)
(34, 6742)
(36, 31)
(38, 6)
(40, 7)
(42, 2222)
(44, 1003)
(46, 260)
(48, 5)
(50, 355)
(52, 995)
(54, 3)
(56, 48)
(58, 93)
(60, 29)
(5, 1)
(7, 109)
(11, 18)
(15, 15)
(17, 43)
(19, 2)
(21, 201)
(23, 17)
(25, 87)
(29, 1)
(31, 1)
(33, 120)
(35, 30)
(37, 21)
(39, 12)
(41, 1296)
(43, 1247)
(45, 473)
(47, 65)
(49, 120)
(51, 1)
(53, 669)
(55, 339)
(57, 367)
(59, 2)
(61, 207)
